,vis_x,vis_y
521,16.740627,-52.39631
522,58.085224,39.825306
523,39.815384,-3.9337265
524,12.233411,-45.453426
525,-44.545097,-40.917637
526,-5.229237,54.146908
527,-11.580516,19.976107
528,7.4020143,-60.97743
529,39.680412,32.6141
530,-80.94348,0.66448945
531,19.078323,25.351248
532,-48.523746,0.6296072
533,35.204254,37.276333
534,-22.133078,-18.399446
535,57.302227,7.695645
536,2.611134,34.513054
537,51.94313,-10.275982
538,18.07362,28.050613
539,5.6494894,-41.619347
540,24.740316,26.31414
541,-4.698861,-58.427834
542,76.117256,2.8805313
543,74.857056,23.160366
544,60.7011,48.19979
545,-72.01624,31.083858
546,43.835026,49.6512
547,-44.81484,9.731594
548,-0.3992978,-10.988343
549,-8.214616,-24.21478
550,34.52941,-18.313368
551,-41.288315,-14.645875
552,-35.547062,-36.74872
553,-44.08438,-45.215836
554,-15.474365,-54.995056
555,20.246498,-40.384457
556,-26.30866,34.824966
557,-53.686657,-30.671267
558,29.780779,20.404663
559,-30.95271,36.152992
560,71.014046,24.939226
561,-49.66643,-0.6572318
562,-50.56183,-18.492085
563,26.659296,6.537535
564,-38.805725,-18.316961
565,56.011215,28.731895
566,56.100075,-12.866912
567,-31.138824,-36.935722
568,-74.8964,15.459545
569,-82.3101,10.698757
570,-76.22093,-2.930411
571,7.9800525,-61.74205
572,-9.760725,-42.599346
573,70.69381,20.791744
574,28.328289,17.785013
575,-18.8386,-59.518387
576,-77.48564,5.941446
577,-52.91091,-27.910257
578,15.537647,38.04011
579,49.96147,11.358433
580,67.320885,18.284246
581,37.946407,-13.73158
582,75.280815,0.96737605
583,39.66096,35.851162
584,34.063553,-15.739951
585,60.785786,45.36448
586,63.694397,23.499199
587,-79.17319,1.0476328
588,24.865162,-42.092255
589,35.53892,-2.271531
590,-29.877266,-41.150864
591,40.84852,7.246374
592,22.928352,-19.234245
593,43.38715,7.1690636
594,-51.558525,-2.210969
595,-39.99819,-17.407146
596,25.343407,-27.985731
597,-11.963263,14.844072
598,36.5231,38.04684
599,-20.898163,45.884018
600,38.48735,2.5770862
601,53.414204,-19.67998
602,74.09142,25.011433
603,44.25336,30.893888
604,-49.831055,-18.479784
605,6.243214,-15.590846
606,54.628353,26.344776
607,42.807552,36.315567
608,24.814638,-52.617393
609,8.209556,-60.197586
610,-39.83901,11.625277
611,53.46473,-18.349226
612,-5.520282,-54.772785
613,8.653254,-11.81155
614,-32.55033,-3.092722
615,-25.29692,44.38278
616,-31.915592,40.093513
617,38.503006,4.5797644
618,17.339754,0.19675316
619,44.910355,19.345203
620,-10.624423,9.668239
621,-40.103313,23.5367
622,3.5031152,-32.77827
623,1.1721706,-47.89705
624,-6.0174165,-41.75686
625,-36.462753,-31.81814
626,51.10107,21.202662
627,-52.45983,-33.843666
628,-40.06987,-46.222446
629,-70.961426,-19.123075
630,52.952328,13.626769
631,-42.51241,10.586522
632,26.75837,43.70155
633,-74.09075,-13.417435
634,-7.401286,-1.8425564
635,-20.567719,0.16098037
636,65.63481,19.144932
637,6.791068,-36.77982
638,58.34344,34.28341
639,3.1435323,-52.434334
640,46.632538,-13.451605
641,-25.00753,-39.141792
642,-73.699875,7.431234
643,64.906166,-2.1616726
644,61.883343,34.72075
645,-23.40794,39.19876
646,-43.858116,-21.985613
647,32.61256,6.3412414
648,73.268814,22.453144
649,42.11577,-20.544563
650,-13.358748,-36.656704
651,-41.41191,26.211119
652,39.071697,3.4541755
653,-27.377975,-34.7973
654,70.677635,25.404451
655,43.237686,31.100683
656,71.650246,25.140324
657,-51.798317,-43.004234
658,16.155704,-49.720917
659,8.028705,-12.753152
660,-74.40681,21.104214
661,-39.026573,13.904548
662,75.41725,22.519522
663,-79.89818,14.977969
664,68.8797,8.78357
665,-31.294592,45.27018
666,-31.790083,-47.570683
667,-17.394636,-18.443213
668,36.86033,-33.902336
669,73.14063,26.58266
670,-64.43416,-33.3277
671,-4.850584,-46.72527
672,2.3900435,-11.12213
673,36.017838,48.80669
674,-81.286255,7.495874
675,73.12028,10.108933
676,61.52908,47.09573
677,6.088473,-8.131283
678,-32.70632,40.147972
679,-22.261932,44.409645
680,42.16638,6.7502475
681,-32.03091,-38.63448
682,27.332054,-42.993168
683,-31.352974,21.664116
684,60.477177,45.813396
685,-7.125974,1.5609134
686,-50.550114,-31.893581
687,65.475464,17.016771
688,-64.8558,-20.817707
689,-37.039867,21.943354
690,-51.09532,-2.8791876
691,-10.307892,-24.879646
692,-31.13385,44.40754
693,36.12432,31.800484
694,60.949177,37.308193
695,5.2099037,-63.968876
696,12.511914,-38.36094
697,-60.784264,-28.09673
698,-73.57345,-8.432741
699,73.824356,26.573488
700,65.14151,23.628563
701,22.104761,12.142211
702,-37.547142,-16.76022
703,28.975296,-14.855442
704,30.4575,48.45226
705,-10.057037,7.493701
706,8.58062,-49.96862
707,24.095657,-41.756023
708,-38.329884,-52.729076
709,53.733387,21.121258
710,-30.075573,31.5369
711,2.5108051,-18.887121
712,7.5475235,-16.452864
713,26.014307,38.89561
714,48.726917,-13.852959
715,31.651154,-23.70645
716,-14.627312,-56.24736
717,19.346266,26.982681
718,37.81309,41.454506
719,12.737772,41.325596
720,56.627827,-21.332853
721,-13.761104,-2.8945193
722,8.521642,-61.006973
723,40.152775,-29.917824
724,-11.551243,32.327747
725,-6.4226646,-46.021194
726,-8.369407,-24.730915
727,-2.4381135,-17.216145
728,24.965324,7.3500752
729,54.40809,23.500265
730,61.343426,16.689024
731,-52.030056,-26.30294
732,-42.200687,6.852254
733,-30.401285,21.858671
734,4.9731793,15.422941
735,-23.082949,-49.626045
736,12.89015,30.613869
737,31.774881,37.703495
738,-14.310057,5.486581
739,-18.30773,15.385463
740,57.986332,34.819206
741,-2.6281714,58.12274
742,73.49475,23.52184
743,-0.63256556,34.91106
744,7.187396,-60.32981
745,54.238815,-19.620922
746,-20.80756,-14.575776
747,-73.231186,-16.68057
748,47.5691,2.2655573
749,46.653423,45.565876
750,-43.633953,10.29846
751,32.451912,-17.87057
752,31.262785,-29.641033
753,45.68385,-19.94381
754,57.98147,49.32369
755,-49.19058,-37.44053
756,40.745674,11.43068
757,-72.234795,-20.115074
758,7.1332803,-54.532146
759,21.789438,-41.291138
760,7.2262096,-39.52774
761,45.644203,-20.722046
762,29.833998,5.2405157
763,-19.921032,-38.58107
764,64.19784,28.094908
765,-34.313644,-39.44043
766,-46.921455,6.568306
767,67.68386,22.01315
768,67.707016,22.899775
769,47.535557,54.89985
770,-18.874243,-39.926193
771,-15.501963,17.916687
772,16.319517,15.090012
773,8.493757,29.609695
774,75.3143,2.6970243
775,17.052217,11.762395
776,15.4518175,21.679173
777,-13.657464,60.793713
778,55.16204,8.065223
779,77.0866,1.5488813
780,53.27571,5.4663534
781,3.9600286,34.12984
782,-34.75508,39.00622
783,-14.157006,26.90079
784,-18.680243,43.642338
785,-7.857323,57.82035
786,-5.974856,-2.4437091
787,11.116633,26.860226
788,8.895794,10.970235
789,-3.7028813,43.343082
790,-4.1768765,59.91601
791,19.530497,16.6362
792,-11.567619,9.537425
793,60.35985,7.889327
794,2.6456401,41.731754
795,60.80823,8.71775
796,-34.166374,44.3291
797,6.7773705,2.0898523
798,11.582663,39.72294
799,-80.09904,4.115704
800,29.156565,36.8856
801,-23.904924,41.488644
802,38.05985,45.164684
803,-30.841854,-50.466057
804,74.511696,5.9592886
805,19.135809,25.235403
806,-78.939224,-8.497108
807,49.312084,49.609776
808,-71.05663,33.575794
809,-26.203764,36.570316
810,55.52164,22.128176
811,54.74915,10.770223
812,-39.23597,27.904144
813,28.384394,17.33782
814,20.39539,-51.50364
815,-22.04047,-20.632597
816,16.679323,-43.03916
817,39.664974,2.120096
818,-40.97078,-29.333225
819,68.16878,19.38992
820,-36.25603,-33.10316
821,-52.519962,-39.805435
822,45.84927,-21.680038
823,-10.451073,-60.742657
824,-37.568478,27.496677
825,-84.54827,5.889435
826,-11.364227,-8.950779
827,4.6793985,-61.848915
828,-33.414955,-16.920979
829,51.944805,17.884073
830,53.418156,21.28471
831,59.40463,30.955915
832,45.548767,48.14499
833,-69.51016,33.788925
834,11.361015,28.920326
835,-29.96301,24.543161
836,8.341554,40.82098
837,-17.31659,-58.910156
838,-4.6756005,56.335308
839,36.22594,28.797897
840,20.1711,-51.35897
841,42.902126,7.368515
842,-52.184322,-44.23007
843,1.0642008,-18.480324
844,-16.63431,27.295301
845,-31.167408,19.965422
846,53.41138,-19.01193
847,19.076271,0.07578219
848,44.33544,7.7348084
849,-36.076584,-13.434276
850,-23.855825,39.685883
851,-13.440348,-30.530329
852,36.2081,-0.6845541
853,-10.660697,-24.098858
854,-60.92926,-14.535229
855,-16.724815,-57.244247
856,-37.584465,-53.419624
857,-77.85461,23.950315
858,73.154976,25.271803
859,78.25301,1.910104
860,-38.048336,-54.100834
861,-30.92189,-39.577423
862,45.487007,30.706585
863,4.359285,32.91795
864,-6.6230917,37.822735
865,-77.08731,-7.9461036
866,-30.214512,22.362686
867,-34.32714,-12.331715
868,56.429333,30.096264
869,-7.468218,-48.338703
870,64.9788,4.2631984
871,29.002728,8.60058
872,73.86551,8.294349
873,4.519897,-14.56842
874,71.53727,26.418789
875,-17.400917,-30.328934
876,-3.1730163,-5.047024
877,64.74059,26.892633
878,27.863302,33.7101
879,61.813793,29.577824
880,-34.877438,39.00375
881,45.5563,-16.903036
882,-35.61341,38.067726
883,37.098785,-19.936317
884,55.02415,19.218014
885,53.439022,-8.364244
886,32.605564,-16.105194
887,-10.520003,4.408816
888,-4.2771277,-58.265022
889,57.960915,27.532402
890,44.935604,0.1306694
891,-2.1346462,-61.0616
892,71.23605,22.463762
893,73.896355,9.658291
894,-74.82685,-16.18507
895,-78.72719,24.526155
896,-46.25819,-44.283337
897,37.14232,44.414143
898,-65.17981,-16.543585
899,39.889927,45.576015
900,-14.215413,-56.537228
901,-38.64445,-28.685654
902,-35.960407,-3.5788279
903,43.046436,1.9690009
904,-13.759422,8.943319
905,-31.292116,39.430496
906,-51.504814,-15.779283
907,65.232346,33.919605
908,-50.980804,-39.05047
909,52.76945,-5.7655067
910,-7.2277875,-24.679562
911,51.941456,18.682636
912,-43.607323,-23.018084
913,48.257317,-24.20039
914,-17.382236,-31.467794
915,-29.424812,-39.75097
916,22.710054,-44.280422
917,37.934227,-39.091843
918,16.360222,25.873882
919,-26.107761,46.0713
920,20.504242,-38.509777
921,-80.71568,-0.86358637
922,31.230219,-29.101038
923,-31.303534,-54.494823
924,55.265667,43.95586
925,31.019672,20.548893
926,8.00441,-51.907917
927,-22.572582,-18.547775
928,-51.67381,-4.2285185
929,-29.833849,-7.6890225
930,31.408829,7.7903194
931,-23.292774,-47.80621
932,6.066496,-33.834908
933,22.987194,-45.417156
934,-36.96629,24.011871
935,-24.722956,-46.490044
936,29.487001,22.957073
937,40.414936,32.181953
938,53.81219,-7.633088
939,-17.566036,-10.258613
940,27.768656,-22.901592
941,46.934517,10.155708
942,52.00666,-9.637647
943,27.964417,-28.886702
944,35.13461,-19.048256
945,20.308212,-19.68634
946,23.11178,-0.8408671
947,48.105812,-26.897802
948,28.873968,-15.39422
949,47.34027,-17.40535
950,36.996174,48.95479
951,-40.86168,23.075298
952,-0.8284767,-61.853592
953,-61.340958,-36.454422
954,-9.503061,-1.961737
955,-34.87547,38.129
956,54.584896,20.909409
957,71.29927,21.840784
958,75.583115,16.983864
959,-77.15308,28.48669
960,-73.424095,-19.725151
961,-29.674053,-35.090076
962,-32.466152,36.00624
963,59.068897,46.276733
964,-17.005236,-35.158115
965,4.945331,-28.882458
966,-20.481792,-39.970253
967,6.585871,-58.64618
968,56.17132,46.137276
969,-79.81307,13.486989
970,75.90581,3.1184838
971,42.979084,-17.332603
972,-32.59813,37.070118
973,39.05927,40.835533
974,33.459465,17.912838
975,40.19937,27.242933
976,-42.680565,10.224525
977,6.937637,-51.110428
978,-33.94129,47.820396
979,51.562977,20.456347
980,32.714222,44.755196
981,-60.413574,-34.575428
982,48.577354,-13.677441
983,51.27276,7.9291024
984,-44.777615,-44.730415
985,72.304375,11.154391
986,-74.04502,0.1403528
987,-44.13654,10.329612
988,36.20618,0.7280463
989,34.450108,48.61864
990,-51.51984,-35.981915
991,62.035904,16.630072
992,56.359398,-3.975092
993,47.23509,51.863987
994,-4.2636366,-46.79944
995,-48.77233,-15.742997
996,14.846101,-50.647655
997,-13.657542,-9.226887
998,52.51187,40.972786
999,45.739517,18.03967
1000,20.168129,-44.22479
1001,42.72716,-4.070708
1002,28.832533,3.6170456
1003,-21.7439,43.724777
1004,-10.395328,-20.493872
1005,70.69922,19.78546
1006,21.753164,1.0386134
1007,-73.55845,-11.742144
1008,58.260807,37.937393
1009,29.817926,6.5814514
1010,40.299503,10.788959
1011,49.56656,-9.337034
1012,57.706448,46.624405
1013,37.24005,-6.009278
1014,-36.37869,-8.60485
1015,-54.29036,-32.509876
1016,-49.63563,-44.227806
1017,58.162212,41.22919
1018,-54.43283,-37.11604
1019,-37.924984,3.648699
1020,-71.45997,-9.684193
1021,-45.64809,-31.930443
1022,-32.971523,42.77654
1023,-3.669195,-49.938496
1024,35.611446,-24.65524
1025,-12.170475,-40.538548
1026,-21.019371,-47.44578
1027,25.902296,6.2734437
1028,-11.119669,-23.84908
1029,19.612871,2.9677408
1030,24.376556,3.0777423
1031,-34.563232,45.200596
1032,3.4749844,40.564583
1033,-82.60943,11.2873335
1034,36.633625,42.813946
1035,-70.649574,-8.042417
1036,69.56303,7.6238017
1037,56.503563,31.08018
1038,58.012196,-12.747418
1039,40.604595,35.475502
1040,33.358738,49.313866
1041,15.194865,-57.000793
1042,3.5081468,39.183975
1043,-43.70301,8.255891
1044,-29.711668,46.43455
1045,26.321152,6.1539617
1046,-30.209187,-34.64926
1047,-1.0040334,-17.001036
1048,-33.096836,-23.364029
1049,-39.355206,42.525753
1050,-61.752377,-6.1380944
1051,19.031305,28.016304
1052,59.963398,47.257153
1053,-2.003824,42.465733
1054,48.29282,-24.404585
1055,40.570164,30.221928
1056,-57.834103,-34.571835
1057,39.15527,35.240864
1058,0.99350464,-47.73454
1059,-59.507996,-25.41776
1060,49.597637,34.97626
