sobject_id,camera
181221002101133,4
181221002101134,4
181221002101135,4
181221002101136,4
181221002101137,4
181221002101138,4
181221002101139,4
181221002101140,4
181221002101142,4
181221002101144,4
181221002101145,4
181221002101147,4
181221002101148,4
181221002101151,4
181221002101154,4
181221002101156,4
181221002101157,4
181221002101158,4
181221002101161,4
181221002101162,4
181221002101164,4
181221002101165,4
181221002101166,4
181221002101168,4
181221002101169,4
181221002101170,4
181221002101171,4
181221002101173,4
181221002101175,4
181221002101177,4
181221002101179,4
181221002101182,4
181221002101183,4
181221002101185,4
181221002101188,4
181221002101189,4
181221002101190,4
181221002101191,4
181221002101192,4
181221002101193,4
181221002101198,4
181221002101201,4
181221002101202,4
181221002101203,4
181221002101204,4
181221002101205,4
181221002101207,4
181221002101208,4
181221002101213,4
181221002101214,4
181221002101215,4
181221002101217,4
181221002101218,4
181221002101219,4
181221002101220,4
181221002101222,4
181221002101223,4
181221002101224,4
181221002101225,4
181221002101226,4
181221002101227,4
181221002101228,4
181221002101229,4
181221002101232,4
181221002101233,4
181221002101237,4
181221002101238,4
181221002101240,4
181221002101242,4
181221002101244,4
181221002101247,4
181221002101249,4
181221002101252,4
181221002101258,4
181221002101259,4
181221002101263,4
181221002101264,4
181221002101267,4
181221002101277,4
181221002101281,4
181221002101287,4
181221002101299,4
181221002101303,4
181221002101304,4
181221002101314,4
181221002101316,4
181221002101321,4
181221002101323,4
181221002101327,4
181221002101328,4
181221002101332,4
181221002101337,4
181221002101339,4
181221002101342,4
181221002101344,4
181221002101347,4
181221002101348,4
181221002101351,4
181221002101356,4
181221002101357,4
181221002101361,4
181221002101368,4
181221002101369,4
181221002101370,4
181221002101373,4
181221002101374,4
181221002101375,4
181221002101376,4
181221002101384,4
181221002101385,4
181221002101386,4
181221002101389,4
181221002101390,4
181221002101391,4
181221002101392,4
181221002101393,4
181221002101394,4
181221002101397,4
181221002601002,4
181221002601004,4
181221002601005,4
181221002601006,4
181221002601007,4
181221002601008,4
181221002601010,4
181221002601011,4
181221002601012,4
181221002601014,4
181221002601015,4
181221002601016,4
181221002601019,4
181221002601022,4
181221002601023,4
181221002601024,4
181221002601025,4
181221002601026,4
181221002601029,4
181221002601030,4
181221002601032,4
181221002601036,4
181221002601037,4
181221002601038,4
181221002601039,4
181221002601041,4
181221002601042,4
181221002601043,4
181221002601044,4
181221002601046,4
181221002601048,4
181221002601049,4
181221002601051,4
181221002601052,4
181221002601055,4
181221002601056,4
181221002601057,4
181221002601062,4
181221002601066,4
181221002601069,4
181221002601070,4
181221002601071,4
181221002601072,4
181221002601073,4
181221002601077,4
181221002601080,4
181221002601083,4
181221002601089,4
181221002601091,4
181221002601092,4
181221002601096,4
181221002601099,4
181221002601102,4
181221002601103,4
181221002601108,4
181221002601109,4
181221002601112,4
181221002601123,4
181221002601127,4
181221002601128,4
181221002601131,4
181221002601138,4
181221002601139,4
181221002601141,4
181221002601143,4
181221002601145,4
181221002601160,4
181221002601161,4
181221002601164,4
181221002601167,4
181221002601168,4
181221002601195,4
181221002601198,4
181221002601208,4
181221002601214,4
181221002601217,4
181221002601223,4
181221002601225,4
181221002601227,4
181221002601231,4
181221002601232,4
181221002601236,4
181221002601239,4
181221002601244,4
181221002601249,4
181221002601251,4
181221002601255,4
181221002601257,4
181221002601261,4
181221002601262,4
181221002601267,4
181221002601268,4
181221002601271,4
181221002601274,4
181221002601282,4
181221002601285,4
181221002601288,4
181221002601290,4
181221002601291,4
181221002601293,4
181221002601294,4
181221002601298,4
181221002601299,4
181221002601301,4
181221002601302,4
181221002601303,4
181221002601305,4
181221002601306,4
181221002601307,4
181221002601309,4
181221002601311,4
181221002601326,4
181221002601327,4
181221002601328,4
181221002601338,4
181221002601339,4
181221002601341,4
181221002601343,4
181221002601346,4
181221002601348,4
181221002601355,4
181221002601356,4
181221002601359,4
181221002601364,4
181221002601366,4
181221002601368,4
181221002601369,4
181221002601370,4
181221002601371,4
181221002601373,4
181221002601384,4
181221002601391,4
181221002601394,4
181221002601396,4
181221002601397,4
181221002601398,4
181221003101002,4
181221003101003,4
181221003101010,4
181221003101011,4
181221003101013,4
181221003101014,4
181221003101015,4
181221003101016,4
181221003101018,4
181221003101020,4
181221003101022,4
181221003101026,4
181221003101032,4
181221003101036,4
181221003101040,4
181221003101043,4
181221003101044,4
181221003101048,4
181221003101052,4
181221003101056,4
181221003101059,4
181221003101060,4
181221003101061,4
181221003101063,4
181221003101065,4
181221003101067,4
181221003101068,4
181221003101070,4
181221003101072,4
181221003101073,4
181221003101074,4
181221003101075,4
181221003101077,4
181221003101079,4
181221003101083,4
181221003101086,4
181221003101088,4
181221003101089,4
181221003101091,4
181221003101092,4
181221003101094,4
181221003101095,4
181221003101098,4
181221003101099,4
181221003101101,4
181221003101107,4
181221003101108,4
181221003101109,4
181221003101111,4
181221003101112,4
181221003101114,4
181221003101116,4
181221003101117,4
181221003101118,4
181221003101119,4
181221003101122,4
181221003101123,4
181221003101124,4
181221003101126,4
181221003101128,4
181221003101129,4
181221003101130,4
181221003101131,4
181221003101132,4
181221003101134,4
181221003101135,4
181221003101138,4
181221003101139,4
181221003101140,4
181221003101141,4
181221003101143,4
181221003101144,4
181221003101145,4
181221003101146,4
181221003101147,4
181221003101148,4
181221003101151,4
181221003101153,4
181221003101154,4
181221003101156,4
181221003101158,4
181221003101159,4
181221003101160,4
181221003101164,4
181221003101165,4
181221003101166,4
181221003101167,4
181221003101170,4
181221003101174,4
181221003101176,4
181221003101179,4
181221003101182,4
181221003101183,4
181221003101187,4
181221003101188,4
181221003101190,4
181221003101193,4
181221003101195,4
181221003101196,4
181221003101197,4
181221003101198,4
181221003101201,4
181221003101202,4
181221003101203,4
181221003101207,4
181221003101218,4
181221003101220,4
181221003101225,4
181221003101231,4
181221003101233,4
181221003101234,4
181221003101236,4
181221003101237,4
181221003101239,4
181221003101240,4
181221003101242,4
181221003101252,4
181221003101253,4
181221003101255,4
181221003101257,4
181221003101258,4
181221003101259,4
181221003101260,4
181221003101261,4
181221003101263,4
181221003101266,4
181221003101267,4
181221003101270,4
181221003101271,4
181221003101272,4
181221003101273,4
181221003101274,4
181221003101275,4
181221003101276,4
181221003101278,4
181221003101279,4
181221003101280,4
181221003101282,4
181221003101283,4
181221003101284,4
181221003101285,4
181221003101287,4
181221003101288,4
181221003101289,4
181221003101292,4
181221003101293,4
181221003101295,4
181221003101296,4
181221003101297,4
181221003101298,4
181221003101299,4
181221003101303,4
181221003101309,4
181221003101311,4
181221003101312,4
181221003101315,4
181221003101317,4
181221003101318,4
181221003101319,4
181221003101320,4
181221003101322,4
181221003101324,4
181221003101325,4
181221003101326,4
181221003101330,4
181221003101331,4
181221003101333,4
181221003101334,4
181221003101335,4
181221003101336,4
181221003101337,4
181221003101338,4
181221003101341,4
181221003101344,4
181221003101345,4
181221003101347,4
181221003101348,4
181221003101352,4
181221003101353,4
181221003101354,4
181221003101355,4
181221003101356,4
181221003101357,4
181221003101359,4
181221003101362,4
181221003101364,4
181221003101365,4
181221003101368,4
181221003101370,4
181221003101372,4
181221003101373,4
181221003101377,4
181221003101378,4
181221003101379,4
181221003101383,4
181221003101390,4
181221003101391,4
181221003101397,4
181221003101398,4
181221003601001,4
181221003601002,4
181221003601003,4
181221003601008,4
181221003601011,4
181221003601013,4
181221003601014,4
181221003601019,4
181221003601021,4
181221003601023,4
181221003601025,4
181221003601039,4
181221003601040,4
181221003601041,4
181221003601042,4
181221003601044,4
181221003601049,4
181221003601053,4
181221003601061,4
181221003601066,4
181221003601067,4
181221003601068,4
181221003601070,4
181221003601072,4
181221003601073,4
181221003601075,4
181221003601076,4
181221003601079,4
181221003601080,4
181221003601081,4
181221003601082,4
181221003601083,4
181221003601084,4
181221003601085,4
181221003601086,4
181221003601088,4
181221003601089,4
181221003601090,4
181221003601094,4
181221003601102,4
181221003601103,4
181221003601104,4
181221003601105,4
181221003601106,4
181221003601107,4
181221003601109,4
181221003601110,4
181221003601111,4
181221003601112,4
181221003601117,4
181221003601118,4
181221003601119,4
181221003601124,4
181221003601125,4
181221003601126,4
181221003601140,4
181221003601144,4
181221003601145,4
181221003601146,4
181221003601149,4
181221003601152,4
181221003601154,4
181221003601155,4
181221003601156,4
181221003601159,4
181221003601160,4
181221003601164,4
181221003601165,4
181221003601167,4
181221003601168,4
181221003601170,4
181221003601171,4
181221003601173,4
181221003601175,4
181221003601176,4
181221003601177,4
181221003601178,4
181221003601179,4
181221003601180,4
181221003601184,4
181221003601185,4
181221003601186,4
181221003601187,4
181221003601188,4
181221003601189,4
181221003601190,4
181221003601192,4
181221003601193,4
181221003601194,4
181221003601195,4
181221003601197,4
181221003601198,4
181221003601199,4
181221003601202,4
181221003601203,4
181221003601204,4
181221003601205,4
181221003601206,4
181221003601207,4
181221003601208,4
181221003601209,4
181221003601210,4
181221003601211,4
181221003601212,4
181221003601215,4
181221003601216,4
181221003601217,4
181221003601222,4
181221003601223,4
181221003601227,4
181221003601229,4
181221003601230,4
181221003601234,4
181221003601241,4
181221003601242,4
181221003601244,4
181221003601245,4
181221003601246,4
181221003601248,4
181221003601249,4
181221003601251,4
181221003601252,4
181221003601253,4
181221003601257,4
181221003601258,4
181221003601260,4
181221003601264,4
181221003601265,4
181221003601266,4
181221003601271,4
181221003601273,4
181221003601274,4
181221003601276,4
181221003601277,4
181221003601279,4
181221003601280,4
181221003601281,4
181221003601282,4
181221003601283,4
181221003601284,4
181221003601285,4
181221003601286,4
181221003601289,4
181221003601291,4
181221003601293,4
181221003601295,4
181221003601298,4
181221003601301,4
181221003601302,4
181221003601303,4
181221003601305,4
181221003601308,4
181221003601310,4
181221003601312,4
181221003601315,4
181221003601316,4
181221003601317,4
181221003601318,4
181221003601319,4
181221003601320,4
181221003601322,4
181221003601324,4
181221003601326,4
181221003601327,4
181221003601328,4
181221003601329,4
181221003601331,4
181221003601335,4
181221003601336,4
181221003601338,4
181221003601342,4
181221003601343,4
181221003601345,4
181221003601347,4
181221003601352,4
181221003601353,4
181221003601355,4
181221003601357,4
181221003601358,4
181221003601360,4
181221003601361,4
181221003601363,4
181221003601367,4
181221003601369,4
181221003601371,4
181221003601374,4
181221003601377,4
181221003601384,4
181221003601385,4
181221003601387,4
181221003601390,4
181221003601391,4
181221003601397,4
181221003601398,4
181221004101001,4
181221004101002,4
181221004101003,4
181221004101005,4
181221004101006,4
181221004101009,4
181221004101012,4
181221004101015,4
181221004101016,4
181221004101019,4
181221004101020,4
181221004101022,4
181221004101023,4
181221004101024,4
181221004101026,4
181221004101029,4
181221004101030,4
181221004101031,4
181221004101032,4
181221004101033,4
181221004101034,4
181221004101036,4
181221004101037,4
181221004101039,4
181221004101043,4
181221004101046,4
181221004101048,4
181221004101049,4
181221004101053,4
181221004101056,4
181221004101057,4
181221004101058,4
181221004101059,4
181221004101060,4
181221004101062,4
181221004101064,4
181221004101065,4
181221004101066,4
181221004101068,4
181221004101069,4
181221004101071,4
181221004101073,4
181221004101074,4
181221004101077,4
181221004101078,4
181221004101079,4
181221004101080,4
181221004101081,4
181221004101082,4
181221004101086,4
181221004101087,4
181221004101088,4
181221004101089,4
181221004101092,4
181221004101093,4
181221004101096,4
181221004101098,4
181221004101101,4
181221004101102,4
181221004101103,4
181221004101104,4
181221004101106,4
181221004101107,4
181221004101109,4
181221004101111,4
181221004101112,4
181221004101114,4
181221004101115,4
181221004101117,4
181221004101118,4
181221004101119,4
181221004101120,4
181221004101121,4
181221004101122,4
181221004101125,4
181221004101126,4
181221004101127,4
181221004101128,4
181221004101130,4
181221004101131,4
181221004101133,4
181221004101134,4
181221004101136,4
181221004101137,4
181221004101138,4
181221004101139,4
181221004101140,4
181221004101143,4
181221004101144,4
181221004101147,4
181221004101148,4
181221004101149,4
181221004101152,4
181221004101153,4
181221004101154,4
181221004101158,4
181221004101159,4
181221004101160,4
181221004101162,4
181221004101163,4
181221004101165,4
181221004101166,4
181221004101167,4
181221004101168,4
181221004101169,4
181221004101170,4
181221004101171,4
181221004101174,4
181221004101175,4
181221004101176,4
181221004101179,4
181221004101184,4
181221004101185,4
181221004101186,4
181221004101188,4
181221004101189,4
181221004101191,4
181221004101193,4
181221004101194,4
181221004101196,4
181221004101198,4
181221004101203,4
181221004101206,4
181221004101207,4
181221004101209,4
181221004101213,4
181221004101220,4
181221004101222,4
181221004101226,4
181221004101227,4
181221004101231,4
181221004101232,4
181221004101233,4
181221004101239,4
181221004101241,4
181221004101245,4
181221004101246,4
181221004101248,4
181221004101251,4
181221004101252,4
181221004101254,4
181221004101256,4
181221004101258,4
181221004101261,4
181221004101263,4
181221004101264,4
181221004101265,4
181221004101267,4
181221004101268,4
181221004101269,4
181221004101272,4
181221004101273,4
181221004101274,4
181221004101277,4
181221004101278,4
181221004101281,4
181221004101285,4
181221004101287,4
181221004101294,4
181221004101297,4
181221004101301,4
181221004101303,4
181221004101304,4
181221004101306,4
181221004101307,4
181221004101311,4
181221004101312,4
181221004101316,4
181221004101320,4
181221004101324,4
181221004101325,4
181221004101326,4
181221004101328,4
181221004101331,4
181221004101332,4
181221004101333,4
181221004101335,4
181221004101336,4
181221004101337,4
181221004101338,4
181221004101340,4
181221004101341,4
181221004101342,4
181221004101344,4
181221004101346,4
181221004101347,4
181221004101349,4
181221004101353,4
181221004101354,4
181221004101355,4
181221004101356,4
181221004101357,4
181221004101358,4
181221004101361,4
181221004101363,4
181221004101366,4
181221004101368,4
181221004101369,4
181221004101372,4
181221004101373,4
181221004101375,4
181221004101377,4
181221004101378,4
181221004101382,4
181221004101385,4
181221004101387,4
181221004101388,4
181221004101389,4
181221004101390,4
181221004101391,4
181221004101392,4
181221004101394,4
181221004101395,4
181221004101396,4
181221004101398,4
181221004101399,4
181221004601001,4
181221004601003,4
181221004601005,4
181221004601006,4
181221004601007,4
181221004601008,4
181221004601010,4
181221004601011,4
181221004601012,4
181221004601013,4
181221004601014,4
181221004601015,4
181221004601016,4
181221004601017,4
181221004601018,4
181221004601019,4
181221004601020,4
181221004601021,4
181221004601022,4
181221004601024,4
181221004601026,4
181221004601027,4
181221004601029,4
181221004601031,4
181221004601032,4
181221004601033,4
181221004601034,4
181221004601035,4
181221004601036,4
181221004601038,4
181221004601040,4
181221004601041,4
181221004601046,4
181221004601047,4
181221004601055,4
181221004601056,4
181221004601057,4
181221004601058,4
181221004601059,4
181221004601060,4
181221004601061,4
181221004601062,4
181221004601063,4
181221004601064,4
181221004601065,4
181221004601067,4
181221004601068,4
181221004601071,4
181221004601072,4
181221004601073,4
181221004601074,4
181221004601075,4
181221004601079,4
181221004601081,4
181221004601083,4
181221004601086,4
181221004601089,4
181221004601090,4
181221004601092,4
181221004601095,4
181221004601096,4
181221004601099,4
181221004601102,4
181221004601103,4
181221004601106,4
181221004601107,4
181221004601108,4
181221004601109,4
181221004601110,4
181221004601112,4
181221004601113,4
181221004601116,4
181221004601117,4
181221004601119,4
181221004601121,4
181221004601122,4
181221004601124,4
181221004601125,4
181221004601126,4
181221004601127,4
181221004601128,4
181221004601129,4
181221004601130,4
181221004601132,4
181221004601134,4
181221004601135,4
181221004601136,4
181221004601140,4
181221004601142,4
181221004601143,4
181221004601144,4
181221004601146,4
181221004601147,4
181221004601149,4
181221004601151,4
181221004601153,4
181221004601155,4
181221004601156,4
181221004601159,4
181221004601161,4
181221004601162,4
181221004601164,4
181221004601165,4
181221004601166,4
181221004601167,4
181221004601172,4
181221004601173,4
181221004601174,4
181221004601175,4
181221004601176,4
181221004601177,4
181221004601179,4
181221004601180,4
181221004601184,4
181221004601188,4
181221004601189,4
181221004601190,4
181221004601191,4
181221004601192,4
181221004601195,4
181221004601196,4
181221004601197,4
181221004601198,4
181221004601199,4
181221004601203,4
181221004601205,4
181221004601207,4
181221004601209,4
181221004601212,4
181221004601213,4
181221004601214,4
181221004601215,4
181221004601217,4
181221004601219,4
181221004601220,4
181221004601224,4
181221004601228,4
181221004601231,4
181221004601232,4
181221004601236,4
181221004601237,4
181221004601240,4
181221004601242,4
181221004601244,4
181221004601245,4
181221004601246,4
181221004601251,4
181221004601253,4
181221004601255,4
181221004601256,4
181221004601258,4
181221004601259,4
181221004601260,4
181221004601262,4
181221004601263,4
181221004601268,4
181221004601273,4
181221004601278,4
181221004601279,4
181221004601280,4
181221004601281,4
181221004601284,4
181221004601286,4
181221004601288,4
181221004601290,4
181221004601291,4
181221004601293,4
181221004601294,4
181221004601295,4
181221004601296,4
181221004601297,4
181221004601303,4
181221004601305,4
181221004601306,4
181221004601309,4
181221004601310,4
181221004601311,4
181221004601313,4
181221004601315,4
181221004601316,4
181221004601318,4
181221004601323,4
181221004601324,4
181221004601326,4
181221004601327,4
181221004601328,4
181221004601332,4
181221004601338,4
181221004601339,4
181221004601341,4
181221004601342,4
181221004601343,4
181221004601344,4
181221004601345,4
181221004601348,4
181221004601351,4
181221004601352,4
181221004601353,4
181221004601354,4
181221004601355,4
181221004601356,4
181221004601362,4
181221004601363,4
181221004601364,4
181221004601366,4
181221004601367,4
181221004601369,4
181221004601371,4
181221004601374,4
181221004601375,4
181221004601377,4
181221004601383,4
181221004601386,4
181221004601387,4
181221004601388,4
181221004601391,4
181221004601394,4
181221004601396,4
181221004601397,4
181221005101002,4
181221005101003,4
181221005101004,4
181221005101005,4
181221005101008,4
181221005101009,4
181221005101011,4
181221005101013,4
181221005101014,4
181221005101016,4
181221005101017,4
181221005101019,4
181221005101021,4
181221005101023,4
181221005101024,4
181221005101028,4
181221005101030,4
181221005101033,4
181221005101034,4
181221005101035,4
181221005101036,4
181221005101037,4
181221005101038,4
181221005101040,4
181221005101042,4
181221005101045,4
181221005101048,4
181221005101054,4
181221005101055,4
181221005101057,4
181221005101063,4
181221005101064,4
181221005101066,4
181221005101068,4
181221005101069,4
181221005101071,4
181221005101072,4
181221005101073,4
181221005101075,4
181221005101077,4
181221005101078,4
181221005101079,4
181221005101082,4
181221005101084,4
181221005101086,4
181221005101090,4
181221005101092,4
181221005101098,4
181221005101099,4
181221005101104,4
181221005101105,4
181221005101107,4
181221005101108,4
181221005101109,4
181221005101110,4
181221005101111,4
181221005101112,4
181221005101113,4
181221005101116,4
181221005101117,4
181221005101123,4
181221005101126,4
181221005101127,4
181221005101128,4
181221005101129,4
181221005101131,4
181221005101132,4
181221005101133,4
181221005101134,4
181221005101136,4
